text,ade,term_PT
"insommnia, loss of dreaming, inability to visualize; muscle pain, weakness, atrophy; tendinitis, tendinopathy, tendon contracture; miniscus damage; working memory and short-term memory loss, language and learning ability loss including spoken and written aphasia and inability to read; gall bladder disease, pancreatitis, acid reflux; inability to walk. i kept taking myself off this drug, was told it could not be th e drug, urged to go back on, recovering somewhat each time, but finally the damage was not reversible. today, i live with lipitor and (other statins) injury which affects my ability to work, and i continue to try to recover. after long and only partial recovery from lipitor i took two other statins with similar response. my cholesterol level is over 480. i have no cardiovascular disease, and see that according to this evidence based medicine source, there is no evidence for statins in women for prevention. do statins have a role in primary prevention? no! http://www.ti.ubc.ca/pages/letter48.htm#comment a question to us about letter #48: what is the evidence of benefit for primary prevention in women? there were 10,990 women in the primary prevention trials (28% of the total). only coronary events were reported for women, but when these were pooled they were not reduced by statin therapy, rr 0.98 [0.85-1.12]. thus the coronary benefit in primary prevention trials appears to be limited to men, rr 0.74 [0.68-0.81], arr 2.0%, nnt 50 for 3 to 5 years. .",tendon contracture,tendinous contracture
"severe lower back pain and an aching pain across my shoulders. generally i also felt weak. the symptoms first started after about 4 months of taking this drug and tapered down for a couple of weeks after stopping. i tried 3 different statins, all with the same horrid side effects. i will never take another statin drug.",severe lower back pain,back pain
"severe lower back pain and an aching pain across my shoulders. generally i also felt weak. the symptoms first started after about 4 months of taking this drug and tapered down for a couple of weeks after stopping. i tried 3 different statins, all with the same horrid side effects. i will never take another statin drug.",severe lower back pain,pain
"severe lower back pain and an aching pain across my shoulders. generally i also felt weak. the symptoms first started after about 4 months of taking this drug and tapered down for a couple of weeks after stopping. i tried 3 different statins, all with the same horrid side effects. i will never take another statin drug.",aching pain across my shoulders,arthralgia
"severe lower back pain and an aching pain across my shoulders. generally i also felt weak. the symptoms first started after about 4 months of taking this drug and tapered down for a couple of weeks after stopping. i tried 3 different statins, all with the same horrid side effects. i will never take another statin drug.",felt weak,asthenia
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",limits my ability to walk,walking disability
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",depressed,depression
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",joint pain,arthralgia
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",muscle pain,myalgia
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",pain,pain
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",weakness,asthenia
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",thigh cramps,muscle spasms
"i've been taking lipitor for a few years (had been on baycol),. a couple of years ago, i began experiencing increasing joint and muscle pain that is now so severe that i am wodering if it's worth living with such pain. i'm very depressed. the pain is often so severe that it limits my ability to walk and climb stairs, to lift anything heavier than a few pounds. i've had some excruciating thigh cramps, and more recently, i have noticed a generalized weakness all over my body. it scares me to stop taking some statin drug because my cholesterol was very high without them, but my quality of life is so drastically affected that i think i have to. i believe it's very dangerous stuff.",joint pain,myalgia
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",sweating,hyperhidrosis
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",severe abdominal cramping,learning disorder
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",dry mouth,dry mouth
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",vaginal bleeding,vaginal haemorrhage
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",dry mouth,aptyalism
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",acid reflux,gastrooesophageal reflux disease
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",period cramps,dysmenorrhoea
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",pain,pain
"severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. i would rather have had a migraine than the pain i suffered after taking one of these pills. don't recommend at all.",diarrhea,diarrhoea
"nagging muscle pain between and just below my shoulder blades, persistent fatigue, moderate insomnia, increasingly unable to focus or stay. i took 20mg/day for over four years before the totality of the side effects and their likely root cause finally hit me over the head. the adverse effects were insidiously gradual in their development which kept the alarm bells from going off sooner. like many, i attributed each individual symptom to.",moderate insomnia,insomnia
"nagging muscle pain between and just below my shoulder blades, persistent fatigue, moderate insomnia, increasingly unable to focus or stay. i took 20mg/day for over four years before the totality of the side effects and their likely root cause finally hit me over the head. the adverse effects were insidiously gradual in their development which kept the alarm bells from going off sooner. like many, i attributed each individual symptom to.",nagging muscle pain between and just below my shoulder blades,myalgia
"nagging muscle pain between and just below my shoulder blades, persistent fatigue, moderate insomnia, increasingly unable to focus or stay. i took 20mg/day for over four years before the totality of the side effects and their likely root cause finally hit me over the head. the adverse effects were insidiously gradual in their development which kept the alarm bells from going off sooner. like many, i attributed each individual symptom to.",persistent fatigue,fatigue
"nagging muscle pain between and just below my shoulder blades, persistent fatigue, moderate insomnia, increasingly unable to focus or stay. i took 20mg/day for over four years before the totality of the side effects and their likely root cause finally hit me over the head. the adverse effects were insidiously gradual in their development which kept the alarm bells from going off sooner. like many, i attributed each individual symptom to.",unable to focus,disturbance in attention
"muscle pain, fatigue, swollen tongue. was on simvastatin for 1 year with slight decrease in ratio, then inergy with increasing skin itchiness after 8 weeks, then lipitor for 24 days.",fatigue,fatigue
"muscle pain, fatigue, swollen tongue. was on simvastatin for 1 year with slight decrease in ratio, then inergy with increasing skin itchiness after 8 weeks, then lipitor for 24 days.",swollen tongue,swollen tongue
"muscle pain, fatigue, swollen tongue. was on simvastatin for 1 year with slight decrease in ratio, then inergy with increasing skin itchiness after 8 weeks, then lipitor for 24 days.",skin itchiness,pruritus
"muscle pain, fatigue, swollen tongue. was on simvastatin for 1 year with slight decrease in ratio, then inergy with increasing skin itchiness after 8 weeks, then lipitor for 24 days.",muscle pain,myalgia
"extreme muscle fatigue(suspect rhabdomyolosis) leading to tendonitis as a result of trying to perform normal physical work related duties. just starting to regain strength after 16 months. very upset that doctor prescribed lipitor after being informed about eye muscle problems with zocor. no discussion of diet or possible side-effects, just here take these pills.",extreme muscle fatigue,muscle fatigue
"extreme muscle fatigue(suspect rhabdomyolosis) leading to tendonitis as a result of trying to perform normal physical work related duties. just starting to regain strength after 16 months. very upset that doctor prescribed lipitor after being informed about eye muscle problems with zocor. no discussion of diet or possible side-effects, just here take these pills.",tendonitis,tendonitis
"sleeplessness, tingling in fingers. general foggy-headedness. took the drug for several years before realizing that lipitor might be the cause of these symptoms. stopped and started several times with recurring side-effects. discontinued.",tingling in fingers,paraesthesia
"sleeplessness, tingling in fingers. general foggy-headedness. took the drug for several years before realizing that lipitor might be the cause of these symptoms. stopped and started several times with recurring side-effects. discontinued.",foggy-headedness,mental impairment
"sleeplessness, tingling in fingers. general foggy-headedness. took the drug for several years before realizing that lipitor might be the cause of these symptoms. stopped and started several times with recurring side-effects. discontinued.",sleeplessness,insomnia
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",sight gets tired,asthenopia
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",chest muscle pains,musculoskeletal chest pain
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",headache,headache
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",chest ache,chest pain
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",numbness in fingers,hypoaesthesia
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",pins and needles,paraesthesia
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",pain,pain
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",numbness,hypoaesthesia
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",reduced hand grip power,grip strength decreased
"- chest muscle pains. - pins and needles in legs and arms. - numbness in fingers, reduced hand grip power. - numbness/pain in back. - numbness/headache in forehead. - numbness in mouth. - headache that lasts for days. -my sight also gets tired from computer a lot easier than before. the week i started to take i had the chest ache, confirmed to be muscular by doctors. at the start of the second week, i accidentally took a dose in the morning instead of the night because i took the wrong pill (skipped the night dose). the day after i started to have the other symptons. the worst one - the mouth one has faded, but the others remain. i found out too late grapefruit juice can make this drug stronger. i drank it some days during the first 2 weeks. stopped drinking it. at the beginning of third week i took 50mg of coq10 per day for 3 days. i couldn't sense an improvement, but after stopping for other three days i will try again. (i need better evidence before buying a can of coq10, it is very expensive and hard to find around here). will beg my cardiologist to let me try natural exercise before continuing statins. giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges. please be careful about natural supplements. homeopathy simply does not work - it is just water - the supplements that do work may also have side effects, just like the drugs. red yeast rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.",numbness in mouth,paraesthesia mucosal
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,anorexic,decreased appetite
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,kidney function became a problem,renal impairment
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,muscles wasting,muscle atrophy
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,diarrhea,diarrhoea
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,weakness,asthenia
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,muscle wasting,muscle atrophy
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,weight loss,weight decreased
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,fatigue,fatigue
muscle wasting; weakness; fatigue; diarrhea; anorexic;. placed on 10 mg even though cholesterol wnl. symptoms progressive. was on it 18 months with weight loss of 20 pounds and all muscles wasting. kidney function became a problem and significan heart muscle weakness.,significan heart muscle weakness,cardiomyopathy
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",forgetfullness,memory impairment
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",type ii diabetes,type 2 diabetes mellitus
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",severe mood swings,pain in extremity
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",stomach aches,abdominal pain upper
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",bumps on both sides of my stomach that looks like chicken pots,rash
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",muscle aches,myalgia
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",damaging my kidneys,nephropathy
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",constipation,constipation
"muscle aches, bumps on both sides of my stomach that looks like chicken pots, depression, forgetfullness and severe mood swings. constipation and stomach aches. i also have type ii diabetes. my doctor called me saturday night to tell me that the lipitor may be damaging my kidneys following ongoing blood work. it did lower my cholesterol from 299 to 249 and counting.",depression,depression
"aches and pain from head to toe, very grouchy. i have been competitive in road racing for almost 20 years, but after starting this drug i began to notice my performance falling off. later i got pains so bad that i could not run. i stopped taking this drug and after about 3 months am almost back where i was with my running. i detest lawyers, but statin class drugs are crying out for a class action lawsuit to stop their use.",aches and pain from head to toe,pain
"aches and pain from head to toe, very grouchy. i have been competitive in road racing for almost 20 years, but after starting this drug i began to notice my performance falling off. later i got pains so bad that i could not run. i stopped taking this drug and after about 3 months am almost back where i was with my running. i detest lawyers, but statin class drugs are crying out for a class action lawsuit to stop their use.",very grouchy,irritability
"aches and pain from head to toe, very grouchy. i have been competitive in road racing for almost 20 years, but after starting this drug i began to notice my performance falling off. later i got pains so bad that i could not run. i stopped taking this drug and after about 3 months am almost back where i was with my running. i detest lawyers, but statin class drugs are crying out for a class action lawsuit to stop their use.",pains so bad,pain
severe back pain in the mornings. extreme fatigue. mentally in a daze. i felt much better 4 days after stopping lipitor. i am trying a natural therapy to treat the elevated ldl and i suggest anyone that would like to try this solution email larry @ [larryhor@optonline.net] it is free and he has no vested interest in the 3 herbs used.,severe back pain,back pain
severe back pain in the mornings. extreme fatigue. mentally in a daze. i felt much better 4 days after stopping lipitor. i am trying a natural therapy to treat the elevated ldl and i suggest anyone that would like to try this solution email larry @ [larryhor@optonline.net] it is free and he has no vested interest in the 3 herbs used.,severe back pain,pain
severe back pain in the mornings. extreme fatigue. mentally in a daze. i felt much better 4 days after stopping lipitor. i am trying a natural therapy to treat the elevated ldl and i suggest anyone that would like to try this solution email larry @ [larryhor@optonline.net] it is free and he has no vested interest in the 3 herbs used.,extreme fatigue,asthenia
severe back pain in the mornings. extreme fatigue. mentally in a daze. i felt much better 4 days after stopping lipitor. i am trying a natural therapy to treat the elevated ldl and i suggest anyone that would like to try this solution email larry @ [larryhor@optonline.net] it is free and he has no vested interest in the 3 herbs used.,mentally in a daze,confusional state
"didn't have much pain relief, and within a few days of starting the meds i began having cramps and heavy vaginal bleeding. my period ended last week and this med made me have another one!.",heavy vaginal bleeding,vaginal haemorrhage
"didn't have much pain relief, and within a few days of starting the meds i began having cramps and heavy vaginal bleeding. my period ended last week and this med made me have another one!.",cramps,muscle spasms
